SIC Code,SIC Description ,NAICS Code ,NAICS Description ,Industry,Sector,Sub-sector
5039,"Construction Materials, Nec",444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5043,Photographic Equipment and Supplies,423410,Photographic Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5043,Photographic Equipment and Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5043,Photographic Equipment and Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5044,Office Equipment,423420,Office Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5044,Office Equipment,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5044,Office Equipment,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5044,Office Equipment,453210,Office Supplies and Stationery Stores ,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores"
5045,"Computers, Peripherals, and Software",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5045,"Computers, Peripherals, and Software",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5045,"Computers, Peripherals, and Software",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5045,"Computers, Peripherals, and Software",443142,Electronics Stores ,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores
5046,"Commercial Equipment, Nec",423440,Other Commercial Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5046,"Commercial Equipment, Nec",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5046,"Commercial Equipment, Nec",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5047,Medical and Hospital Equipment,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5047,Medical and Hospital Equipment,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5047,Medical and Hospital Equipment,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5047,Medical and Hospital Equipment,446199,All Other Health and Personal Care Stores ,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores
5048,Ophthalmic Goods,423460,Ophthalmic Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5048,Ophthalmic Goods,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5048,Ophthalmic Goods,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5049,"Professional Equipment, Nec",423490,Other Professional Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Professional and Commercial Equipment and Supplies Merchant Wholesalers
5049,"Professional Equipment, Nec",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5049,"Professional Equipment, Nec",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5049,"Professional Equipment, Nec",453210,Office Supplies and Stationery Stores ,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores"
5051,Metals Service Centers and Offices,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Metal and Mineral (except Petroleum) Merchant Wholesalers
5051,Metals Service Centers and Offices,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5051,Metals Service Centers and Offices,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5052,Coal and Other Minerals and Ores,423520,Coal and Other Mineral and Ore Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Metal and Mineral (except Petroleum) Merchant Wholesalers
5052,Coal and Other Minerals and Ores,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5052,Coal and Other Minerals and Ores,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5063,Electrical Apparatus and Equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
5063,Electrical Apparatus and Equipment,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5063,Electrical Apparatus and Equipment,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5063,Electrical Apparatus and Equipment,444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5064,"Electrical Appliances, Television and Radio",423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
5064,"Electrical Appliances, Television and Radio",423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
5064,"Electrical Appliances, Television and Radio",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5064,"Electrical Appliances, Television and Radio",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5064,"Electrical Appliances, Television and Radio",443141,Household Appliance Stores ,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores
5064,"Electrical Appliances, Television and Radio",443142,Electronics Stores ,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores
5064,"Electrical Appliances, Television and Radio",444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5065,"Electronic Parts and Equipment, Nec",423690,Other Electronic Parts and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
5065,"Electronic Parts and Equipment, Nec",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5065,"Electronic Parts and Equipment, Nec",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5065,"Electronic Parts and Equipment, Nec",443142,Electronics Stores ,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores
5072,Hardware,423710,Hardware Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
5072,Hardware,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5072,Hardware,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5072,Hardware,444130,Hardware Stores ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5074,Plumbing and Hydronic Heating Supplies,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers
5074,Plumbing and Hydronic Heating Supplies,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
5074,Plumbing and Hydronic Heating Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5074,Plumbing and Hydronic Heating Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5074,Plumbing and Hydronic Heating Supplies,444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5075,Warm Air Heating and Air Conditioning,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
5075,Warm Air Heating and Air Conditioning,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5075,Warm Air Heating and Air Conditioning,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5078,Refrigeration Equipment and Supplies,423740,Refrigeration Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"
5078,Refrigeration Equipment and Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5078,Refrigeration Equipment and Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5082,Construction and Mining Machinery,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5082,Construction and Mining Machinery,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5082,Construction and Mining Machinery,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5083,Farm and Garden Machinery,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5083,Farm and Garden Machinery,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5083,Farm and Garden Machinery,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5083,Farm and Garden Machinery,444210,Outdoor Power Equipment Stores ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Lawn and Garden Equipment and Supplies Stores
5084,Industrial Machinery and Equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5084,Industrial Machinery and Equipment,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5084,Industrial Machinery and Equipment,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5085,Industrial Supplies,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5085,Industrial Supplies,423840,Industrial Supplies Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5085,Industrial Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5085,Industrial Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5085,Industrial Supplies,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers
5087,Service Establishment Equipment,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5087,Service Establishment Equipment,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5087,Service Establishment Equipment,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5087,Service Establishment Equipment,446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores
5088,Transportation Equipment and Supplies,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods","Machinery, Equipment, and Supplies Merchant Wholesalers"
5088,Transportation Equipment and Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5088,Transportation Equipment and Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5091,Sporting and Recreation Goods,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5091,Sporting and Recreation Goods,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5091,Sporting and Recreation Goods,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5091,Sporting and Recreation Goods,451110,Sporting Goods Stores ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores"
5092,Toys and Hobby Goods and Supplies,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5092,Toys and Hobby Goods and Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5092,Toys and Hobby Goods and Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5092,Toys and Hobby Goods and Supplies,451120,"Hobby, Toy, and Game Stores ",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores"
5093,Scrap and Waste Materials,423930,Recyclable Material Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5093,Scrap and Waste Materials,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5093,Scrap and Waste Materials,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5094,Jewelry and Precious Stones,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5094,Jewelry and Precious Stones,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5094,Jewelry and Precious Stones,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5094,Jewelry and Precious Stones,448310,Jewelry Stores ,Retail Trade,Clothing and Clothing Accessories Stores,"Jewelry, Luggage, and Leather Goods Stores"
5099,"Durable Goods, Nec",423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5099,"Durable Goods, Nec",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5099,"Durable Goods, Nec",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5099,"Durable Goods, Nec",443142,Electronics Stores ,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores
5099,"Durable Goods, Nec",444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers
5099,"Durable Goods, Nec",451110,Sporting Goods Stores ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores"
5099,"Durable Goods, Nec",451120,"Hobby, Toy, and Game Stores ",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores"
5111,Printing and Writing Paper,424110,Printing and Writing Paper Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Paper and Paper Product Merchant Wholesalers
5111,Printing and Writing Paper,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5111,Printing and Writing Paper,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5111,Printing and Writing Paper,453210,Office Supplies and Stationery Stores ,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores"
5112,Stationery and Office Supplies,424120,Stationery and Office Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Paper and Paper Product Merchant Wholesalers
5112,Stationery and Office Supplies,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5112,Stationery and Office Supplies,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5112,Stationery and Office Supplies,453210,Office Supplies and Stationery Stores ,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores"
5113,Industrial and Personal Service Paper,424130,Industrial and Personal Service Paper Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Paper and Paper Product Merchant Wholesalers
5113,Industrial and Personal Service Paper,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5113,Industrial and Personal Service Paper,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5113,Industrial and Personal Service Paper,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers
5122,"Drugs, Proprietaries, and Sundries",424210,Drugs and Druggists' Sundries Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Drugs and Druggists' Sundries Merchant Wholesalers
5122,"Drugs, Proprietaries, and Sundries",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5122,"Drugs, Proprietaries, and Sundries",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5122,"Drugs, Proprietaries, and Sundries",446110,Pharmacies and Drug Stores ,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores
5122,"Drugs, Proprietaries, and Sundries",446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores
5122,"Drugs, Proprietaries, and Sundries",446191,Food (Health) Supplement Stores ,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores
5131,Piece Goods and Notions,313310,Textile and Fabric Finishing Mills ,Manufacturing,Textile Mills,Textile and Fabric Finishing and Fabric Coating Mills
5131,Piece Goods and Notions,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Apparel, Piece Goods, and Notions Merchant Wholesalers"
5131,Piece Goods and Notions,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5131,Piece Goods and Notions,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5131,Piece Goods and Notions,451130,"Sewing, Needlework, and Piece Goods Stores ",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores"
5136,Men's and Boy's Clothing,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5136,Men's and Boy's Clothing,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Apparel, Piece Goods, and Notions Merchant Wholesalers"
5136,Men's and Boy's Clothing,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5136,Men's and Boy's Clothing,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5136,Men's and Boy's Clothing,448110,Men's Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores
5136,Men's and Boy's Clothing,448190,Other Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores
5137,Women's and Children's Clothing,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
5137,Women's and Children's Clothing,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Apparel, Piece Goods, and Notions Merchant Wholesalers"
5137,Women's and Children's Clothing,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5137,Women's and Children's Clothing,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5137,Women's and Children's Clothing,448120,Women's Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores
5137,Women's and Children's Clothing,448130,Children's and Infants' Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores
5137,Women's and Children's Clothing,448190,Other Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores
5139,Footwear,424340,Footwear Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Apparel, Piece Goods, and Notions Merchant Wholesalers"
5139,Footwear,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5139,Footwear,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5139,Footwear,448210,Shoe Stores ,Retail Trade,Clothing and Clothing Accessories Stores,Shoe Stores
5141,"Groceries, General Line",424410,General Line Grocery Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Grocery and Related Product Merchant Wholesalers
5141,"Groceries, General Line",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5141,"Groceries, General Line",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5141,"Groceries, General Line",445110,Supermarkets and Other Grocery (except Convenience) Stores ,Retail Trade,Food and Beverage Stores,Grocery Stores
5142,Packaged Frozen Goods,424420,Packaged Frozen Food Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Grocery and Related Product Merchant Wholesalers
5142,Packaged Frozen Goods,425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5142,Packaged Frozen Goods,425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5142,Packaged Frozen Goods,454390,Other Direct Selling Establishments ,Retail Trade,Nonstore Retailers,Direct Selling Establishments
5143,"Dairy Products, Except Dried or Canned",424430,Dairy Product (except Dried or Canned) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Grocery and Related Product Merchant Wholesalers
5143,"Dairy Products, Except Dried or Canned",425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
5143,"Dairy Products, Except Dried or Canned",425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers
